Vendor ID,Vendor name,Service Id,Service Name
3172,Figurine Fitness at Koramangala Club,13097,Zumba
3172,Figurine Fitness at Koramangala Club,14301,Freestyle Dance Aerobics
3172,Figurine Fitness at Koramangala Club,14302,Steps
3173,Shapes Fitness,9494,Gym Workout
3173,Shapes Fitness,9497,Personal Training
3173,Shapes Fitness,11909,Personal Training all
3175,Snap Fitness Centre Raja Rajeshwari Nagar,1392,Fitness on Demand
3175,Snap Fitness Centre Raja Rajeshwari Nagar,1393,Gym Workout
3175,Snap Fitness Centre Raja Rajeshwari Nagar,1397,Personal Training
3176,Goodlife Fitness,1389,Gym Workout
3176,Goodlife Fitness,1800,Group Classes
3176,Goodlife Fitness,1801,Gym Workout + Group Classes
3178,Snap Fitness J.P Nagar,5553,Gym Workout
3179,Snap Fitness Sankey Road,5554,Gym Workout
3180,I Fitness,7168,Gym Workout
3180,I Fitness,15420,Personal Training
3180,I Fitness,16029,Personal Training
3180,I Fitness,18410,Yoga
3180,I Fitness,18411,Functional Training
3180,I Fitness,18412,Zumba
3180,I Fitness,18413,Shuffle
3180,I Fitness,18415,TRX
3180,I Fitness,18417,Kickboxing
3183,Snap Fitness,5555,Gym Workout
3184,Fitness cafe,2672,Gym Workout + Group Activities
3184,Fitness cafe,17151,Bollyfitness + Aerobics
3184,Fitness cafe,17152,Zumba
3184,Fitness cafe,17153,Aerobics+ Core workout
3184,Fitness cafe,17154,Step Aerobics+core workout
3184,Fitness cafe,17155,BootCamp + Aerobics
3184,Fitness cafe,17156,Power Yoga
3185,O2 Fitness Zone,1388,Gym Workout
3186,Cross Fit Gym,3100,Gym Workout
3186,Cross Fit Gym,7865,Personal Training 
3186,Cross Fit Gym,7866,Aerobics
3186,Cross Fit Gym,7867,Agility Training 
3186,Cross Fit Gym,7868,Core Eccentric Exercise 
3186,Cross Fit Gym,7869,Cool down
3186,Cross Fit Gym,19224,Mixed Martial Arts
3189,Fitness First India Pvt Ltd,3138,Gym Membership
3191,Finix Fitness Studio,1750,Gym Workout
3191,Finix Fitness Studio,1751,Dance For Adults
3191,Finix Fitness Studio,1752,Martial arts
3191,Finix Fitness Studio,5338,Aerobics
3191,Finix Fitness Studio,5339,Bootcamp - HIIT
3191,Finix Fitness Studio,6026,Dance For Kids
3191,Finix Fitness Studio,6532,Gym + Aerobics
3191,Finix Fitness Studio,7028,Zumba
3191,Finix Fitness Studio,9391,Summer Camp
3191,Finix Fitness Studio,18478,Personal Training
3191,Finix Fitness Studio,18479,Challenge Weight Loss Program
3191,Finix Fitness Studio,18480,Gym + FMC
3191,Finix Fitness Studio,18481,Aerobics + FMC
3191,Finix Fitness Studio,18482,Gym + Aerobics + FMC
3191,Finix Fitness Studio,18710,Fitness Mutant Club (FMC)
3192,Snap Fitness,1399,Gym Workout
3192,Snap Fitness,1634,Boot Camp
3193,Apple Fitness,1474,Gym Workout
3193,Apple Fitness,1475,Group Activities
3193,Apple Fitness,14547,Gym Workout + Group Activities
3193,Apple Fitness,14566,Personal Training
3194,Power Cuts And Curves Gym And Fitness Centre,1689,Gym Workout
3194,Power Cuts And Curves Gym And Fitness Centre,1690,Aerobics 
3194,Power Cuts And Curves Gym And Fitness Centre,14807,Kick Boxing
3194,Power Cuts And Curves Gym And Fitness Centre,14808,Gymnastic
3194,Power Cuts And Curves Gym And Fitness Centre,14809,Mixed Martial Arts
3194,Power Cuts And Curves Gym And Fitness Centre,14810,Dance For Kids
3194,Power Cuts And Curves Gym And Fitness Centre,14811,Dance For Adults
3195,Temple Fitness,1734,Gym Workout
3195,Temple Fitness,1735,Aerobics + Zumba
3195,Temple Fitness,1737,Yoga 
3195,Temple Fitness,6686,Dance For Kids
3195,Temple Fitness,6687,Dance for Adults
3195,Temple Fitness,6688,Karate for Kids
3196,4S Fitness,1347,Gym Workout
3196,4S Fitness,14503,Personal Training
3197,Kaizen Fitness,1242,Gym Workout
3197,Kaizen Fitness,19157,Zumba
3197,Kaizen Fitness,19158,Pilates
3197,Kaizen Fitness,19159,LesMills Grit Series
3197,Kaizen Fitness,19162,LesMills Bodycombat
3197,Kaizen Fitness,19163,Sports Fit
3197,Kaizen Fitness,19165,Metabolix
3197,Kaizen Fitness,19166,Body Flex
3197,Kaizen Fitness,19167,TRX - Strength
3197,Kaizen Fitness,19168,Step
3197,Kaizen Fitness,19175,Aerobics
3197,Kaizen Fitness,19176,Power Yoga
3197,Kaizen Fitness,19177,Tabata Circuit
3197,Kaizen Fitness,19179,Latin Aerobics
3199,Bootcamp Fitness Studio,1364,Gym Workout
3200,B3 Wellness Studio,1776,Gym Workout
3201,Snap Fitness, Whitefield,5556,Gym Workout
3202,Haute Fitness,1239,Gym Workout
3202,Haute Fitness,1240,Yoga
3202,Haute Fitness,1241,Zumba
3204,Snap Fitness, Rajaji Nagar,5557,Gym Workout
3205,Fitness 9,16503,Gym Workout
3207,Eternal Fitness Centre,5676,Gym Membership
3208,Pure Life Gym,6298,Gym Workout
3209,Vivafit For Women,1745,Circuit Classic
3209,Vivafit For Women,1746,Zumba 
3209,Vivafit For Women,8086,Functional Training
3209,Vivafit For Women,8087,Core Training
3209,Vivafit For Women,8088,Les Mills BodyVive
3209,Vivafit For Women,8089,Dance
3209,Vivafit For Women,8090,Yoga
3209,Vivafit For Women,8095,HIIT
3209,Vivafit For Women,8096,Pilates
3209,Vivafit For Women,8097,Les Mills Body Balance
3209,Vivafit For Women,8098,Studio Membership
3210,Ben Body Studio,2967,Gym Workout
3210,Ben Body Studio,15340,Personal Training
3210,Ben Body Studio,15652,Zumba by Square Dance Studio
3210,Ben Body Studio,15653,Hip Hop, Jazz, Contemporary by D'Cruze Dance Company
3211,Fine Fettle Fitness,1739,Gym Workout
3211,Fine Fettle Fitness,1742,Martial arts
3216,Zion Fitness,17060,Gym Workout
3216,Zion Fitness,17061,Aerobics
3216,Zion Fitness,17062,Yoga
3218,Gowdas Fitness Zone,17613,Gym Membership
3220,Reach Fitness,4724,Reach Fitness all
3222,Smug Bodies,5790,Gym Membership
3225,D Sculpt Fitness,5711,Gym Workout
3228,Curves Whitefield (Women's Only),1454,Gym Workout
3229,Curves Brookefield (Women's Only),2157,Gym Workout
3230,Flex N Fitness,16115,Gym Workout
3231,Atom Fitness Complete,1874,Gym Workout
3233,Snap Fitness, Munnekolal,5558,Gym Workout
3235,B3 Wellness Studio,6275,Gym Workout
3235,B3 Wellness Studio,15481,Personal Training
3236,Bhagwans Gym,5857,Gym Membership
3239,Chisel,1787,Gym Workout
3239,Chisel,1788,Yoga and Aerobics
3239,Chisel,11849,Personal Training
3243,Nirvana Fitness & Dance Centre,3104,Yoga/Aerobics
3248,AFA Gym,3002,Gym Workout
3248,AFA Gym,3003,Zumba
3248,AFA Gym,3004,Power Yoga
3248,AFA Gym,3005,Aerobics
3248,AFA Gym,3007,Boxing
3248,AFA Gym,3008,Self Defence (Womens)
3248,AFA Gym,3009,Bollywood Dance (Adults)
3248,AFA Gym,6907,Dance (Kids)
3251,Sweat Body Engineers,6062,Gym Membership
3253,Energy Fitness,1837,Gym
3253,Energy Fitness,1838,Aerobics
3253,Energy Fitness,1839,Yoga
3253,Energy Fitness,15506,Judo For Kids
3253,Energy Fitness,15510,Judo For Adults
3253,Energy Fitness,18160,Personal Training
3254,Natraj Muscle and Fitness,1361,Gym Workout
3254,Natraj Muscle and Fitness,1362,Aerobics
3254,Natraj Muscle and Fitness,18604,Crossfit
3255,Kaizen Wellness n Fitness Club at Kondhwa,4715,Gym Membership
3256,Kaizen Welness N Fitness Club at Wakad,5741,Gym Membership 
3256,Kaizen Welness N Fitness Club at Wakad,15115,Group Activities
3256,Kaizen Welness N Fitness Club at Wakad,17008,Aerobics
3256,Kaizen Welness N Fitness Club at Wakad,17009,Yoga
3256,Kaizen Welness N Fitness Club at Wakad,17010,Dance
3256,Kaizen Welness N Fitness Club at Wakad,17011,Zumba
3259,Nani's School Of Fitness,15543,Gym Workout
3259,Nani's School Of Fitness,15546,Dance
3259,Nani's School Of Fitness,15548,Personal Training
3264,Rajus Multi Gym,5998,Gym Membership
3266,Dezire Fitness Center,16490,Gym Workout
3273,National Gym,16432,Gym Workout
3273,National Gym,16437,Gym Workout + Cardio
3274,Roots Fitness Solutions,6285,Gym Membership
3274,Roots Fitness Solutions,6286,Yoga Membership
3279,Reforma Fitness Center,6327,Gym Workout
3279,Reforma Fitness Center,15452,Personal Training
3280,Vishy Fit Gym,5674,Gym Membership
3287,Sheks Gym,5738,Gym Membership
3289,Life Ladies Millers Road,3034,Gym Workout
3291,Zerolap Fitness Center,3049,Gym Workout
3291,Zerolap Fitness Center,7889,Personal Training
3291,Zerolap Fitness Center,7890,Circuit Training
3291,Zerolap Fitness Center,7891,Hip Hop
3291,Zerolap Fitness Center,7892,Contemporary
3291,Zerolap Fitness Center,7893,Salsa
3291,Zerolap Fitness Center,7894,Zumba + Yoga
3291,Zerolap Fitness Center,14775,Personal Training
3292,Body Craft Multi Gym,1850,Gym
3292,Body Craft Multi Gym,8207,Yoga
3292,Body Craft Multi Gym,8208,Aerobics
3294,Royal Multi Gym,6000,Gym Membership
3296,Foodureca,3447,Lunch Trial Meal
3296,Foodureca,3448,Dinner Trial Meal
3296,Foodureca,3449,Lunch Mini Meal
3296,Foodureca,3450,Dinner Mini Meal
3296,Foodureca,3451,Lunch Full Meal
3296,Foodureca,3452,Dinner Complete Meal
3302,360 Workout Health And Fitness,4004,Gym Membership
3305,eight packs by paadi's,2714,Zumba test all
3305,eight packs by paadi's,3695,Zumba test
3307,Fitness Point,5752,Gym Membership
3310,Power Fitness,3026,Gym Membership
3313,Power Fitness,7672,Gym
3315,IGNIS Fitness Solution,15773,Gym Workout
3315,IGNIS Fitness Solution,15774,Personal Training
3315,IGNIS Fitness Solution,15775,Personal Training- TRX
3315,IGNIS Fitness Solution,15776,Personal Training- Crossfit
3315,IGNIS Fitness Solution,15777,Nutrition Counselling
3315,IGNIS Fitness Solution,15778,Nutrition Counselling
3317,Ben-Hur Gym and Fitness Center,3108,Gym Membership
3322,Leon Maestro De Fitness,6216,Gym Workout
3322,Leon Maestro De Fitness,9138,Aerobics
3325,Shakthi Feel Fit Gym,5864,Gym Membership
3326,Navi Fitness Gym,14519,Gym Workout
3326,Navi Fitness Gym,14523,Personal Training
3327,Kohinoor Muscles Gym,6027,Gym Membership
3328,Arnold Fitness Zone,5833,Gym Membership
3330,Snap Fitness,5582,Gym Workout
3331,Snap Fitness,5590,Gym Workout
3332,Snap Fitness Indiranagar Center A,5593,Gym Workout
3332,Snap Fitness Indiranagar Center A,12079,Boot Camp
3332,Snap Fitness Indiranagar Center A,14456,Group X Training
3333,Snap Fitness HSR Layout,5596,Gym Workout
3335,Snap Fitness,5598,Gym Workout
3336,Snap Fitness, Nagarbhavi,5600,Gym Workout
3340,Fitness One,1582,Gym Workout
3340,Fitness One,10713,Functional Training
3341,Snap Fitness,5602,Gym Workout
3342,Snap Fitness, Matadahalli,5618,Gym Workout
3343,Snap Fitness,5620,Gym Workout
3344,Foodizm,3453,Veg Grilled Cottage Cheese Steak Meal
3344,Foodizm,3454,Foodizm INDULGE Meal
3344,Foodizm,3455,Vegetarian Biryani Kabab Combo Meal
3344,Foodizm,3456,Jain Meal Combo
3344,Foodizm,5765,Indian Large Meal
3344,Foodizm,5766,Indian Medium Meal
3344,Foodizm,5767,International Large Meal
3344,Foodizm,5768,International Medium Meal
3345,Snap Fitness, Basavanagudi,5621,Gym Workout
3346,Snap Fitness, Banashankari,5622,Gym Workout
3347,Snap Fitness,5623,Gym Workout
3350,Zela - Marathahalli,1691,Traditional Yoga by Dr. Prashant
3350,Zela - Marathahalli,1692,Yoga by Asha
3350,Zela - Marathahalli,1693,Power Yoga by Lavanya
3350,Zela - Marathahalli,1694,Pilates by Amaresh
3350,Zela - Marathahalli,1695,Body Conditioning by Shashank
3350,Zela - Marathahalli,1696,Body Conditioning by Keshav
3350,Zela - Marathahalli,1697,Bollywood Dance Fitness by Bilkiss
3350,Zela - Marathahalli,1698,Dance Aerobics by Guru
3350,Zela - Marathahalli,1699,Step Aerobics by Swapna
3350,Zela - Marathahalli,1700,Hi-Lo by Swapna
3350,Zela - Marathahalli,1702,Indoor Cycling by Shashank
3350,Zela - Marathahalli,1704,Indoor Cycling by Vinodh
3350,Zela - Marathahalli,1706,Indoor Cycling by Bilkiss
3350,Zela - Marathahalli,1708,Zumba by Swapna
3350,Zela - Marathahalli,1709,Zumba by Anusha
3350,Zela - Marathahalli,1710,Sculpt & Tone by Vinodh
3350,Zela - Marathahalli,1711,Sculpt & Tone by Shashank
3350,Zela - Marathahalli,1712,30+30 Workout by Keshav
3350,Zela - Marathahalli,1713,Tabata by Vinodh
3350,Zela - Marathahalli,1714,Functional Training by Vinodh
3350,Zela - Marathahalli,11926,Gym Workout
3350,Zela - Marathahalli,18286,Swimming
3350,Zela - Marathahalli,18288,Gym + Swimming + Group Activities
3350,Zela - Marathahalli,18292,Zumba
3350,Zela - Marathahalli,18293,Bollywood Dance
3350,Zela - Marathahalli,18294,Freestyle Dance
3350,Zela - Marathahalli,18295,Power Yoga
3350,Zela - Marathahalli,18296,Yoga
3350,Zela - Marathahalli,18297,Bootcamp
3350,Zela - Marathahalli,18299,Step Aerobics
3350,Zela - Marathahalli,18300,Spinning
3350,Zela - Marathahalli,18301,Powerpump
3350,Zela - Marathahalli,18302,HIIT (High Intensity Interval Training)
3350,Zela - Marathahalli,18303,Pilates
3350,Zela - Marathahalli,18427,Swimming Summer Camp - 3rd April to 24th April
3350,Zela - Marathahalli,18428,Swimming Summer Camp - 15th May to 5th June
3350,Zela - Marathahalli,18429,Swimming Summer Camp - 3rd April to 24th April
3350,Zela - Marathahalli,18430,Swimming Summer Camp - 15th May to 5th June
3350,Zela - Marathahalli,18997,Group Activities
3350,Zela - Marathahalli,19670,FAST
3350,Zela - Marathahalli,19671,Core Conditioning
3350,Zela - Marathahalli,19672,Absolut Stretch
3350,Zela - Marathahalli,19673,RPM
3350,Zela - Marathahalli,19674,Dance Fitness
3350,Zela - Marathahalli,19675,Fit Ball Pilates
3350,Zela - Marathahalli,19676,Sports Aerobics
3350,Zela - Marathahalli,19677,Kettle Ball
3350,Zela - Marathahalli,19679,Bolly Aero
3350,Zela - Marathahalli,19680,Body Balance
3350,Zela - Marathahalli,19682,Indoor Cycling
3350,Zela - Marathahalli,19683,Cardio Step Burn
3351,Zela - Residency Road,1716,Gym Workout
3351,Zela - Residency Road,1717,RPM Workout (Rythm per Music)
3351,Zela - Residency Road,1718,Kickboxing
3351,Zela - Residency Road,1719,Aqua Aerobics
3351,Zela - Residency Road,1720,Co-Ordination Training
3351,Zela - Residency Road,1721,Fit Ball Pilates
3351,Zela - Residency Road,1722,Zumba
3351,Zela - Residency Road,1723,Indoor Cycling/ Spinning
3351,Zela - Residency Road,1724,Kettlebell
3351,Zela - Residency Road,1725,Cardio Boxing
3351,Zela - Residency Road,1726,Tabata
3351,Zela - Residency Road,1727,Yoga
3351,Zela - Residency Road,1728,CX Works
3351,Zela - Residency Road,1729,Sports Aerobics 
3351,Zela - Residency Road,1730,Circuit Training
3351,Zela - Residency Road,1731,Step Aerobics
3351,Zela - Residency Road,1732,Advance Step 
3351,Zela - Residency Road,1733,Body Pump 
3352,Ambience A Place For Fitness,1574,Gym Workout
3357,The Health Point,7824,Gym
3359,Super Bodies,3027,Gym Workout
3359,Super Bodies,15845,Personal Training
3359,Super Bodies,15848,Power Lifting
3360,V Future Fitness,12063,Gym Workout
3360,V Future Fitness,12064,Group Activities
3361,Celebrity Fitness,3028,Gym Membership
3364,Creative Fitness Center,4005,Gym Membership
3367,Me Fitness,1346,Gym Membership
3369,Oxygen Gym and Fitness Center,3203,Gym Workout
3370,A to Z Fitness,15627,Gym Workout
3370,A to Z Fitness,15636,Personal Training
3371,Fitness Edge,1744,Gym Workout
3372,Sri Maruthi Fitness Core,4008,Gym Workout
3378,Alpha Fitness,4873,Gym Workout
3380,B3 Wellness Studio Bannerghatta Road,3038,Gym Workout
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,2942,Zumba 
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,9139,Capoeira
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,9140,Power Yoga
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,9141,Pilates
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,9142,Kick-Boxing
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,9143,Mixed Martial Arts
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,9144,Fitness Studio
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,9146,Dance Fitness 
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,9148,Belly-Beat
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,9319,Toddler Beat 
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,10327,Zumba+Yoga+Pilates
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,10328,Bolly-Belly
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,10329,Zumba+Yoga 
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,10331,Zumba+Bokwa
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,10333,Capoeira+Kickboxing+MMA+Zumba
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,10335,Zumba+Bolly-Belly
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,10338,Kickboxing+MMA
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,10341,Multiple Sessions
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,10343,Studio Pass
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,10344,Individual class
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,11290,Bokwa
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,11651,Fit Camp for Kids 
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,14161,Bolly Funk
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,14162,Garba
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,14163,Zumba Toning
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,14951,Fitgasm
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,15492,Bolly-Belly
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,15493,Pound Fitness
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,15494,Barre Workout
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,15495,Piloxing
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,15987,Bollywood
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,15998,Studio Membership
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,16743,Zumba Step
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,16907,Bollywood for Kids
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,18149,Strength Training
3382,Studio One Eighty Nine- By BreakBeat Dance Co.,18464,Functional Training
3384,Sri Maruthi Core Fitness,5511,Gym Workout
3385,Just Burn,6405,Gym Membership
3386,Emerge,3540,Gym
3386,Emerge,3541,Personal Training
3386,Emerge,18640,Zumba & Dance
3387,Mizpah Fitness JP Nagar,3280,Gym Workout
3388,Flex Fitness,15783,Personal Training
3388,Flex Fitness,15784,Gym workout
3391,Empower Fitness,3029,Gym
3391,Empower Fitness,15490,Personal Training
3392,Sinew Fitness,15637,Gym
3392,Sinew Fitness,15638,Personal Training
3394,Genesis,1212,All Dance Forms
3396,Absolute Fitness Forum,5712,Gym Membership
3398,Affinity International,19013,Gym Workout
3400,SoulCare,9801,Balanced Meal Plan - Veg Executive Mini
3400,SoulCare,9802,Balanced Meal Plan - Veg Executive
3400,SoulCare,9803,Balanced Meal Plan - Veg No Rice
3400,SoulCare,9804,Balanced Meal Plan - Non Veg Executive Mini
3400,SoulCare,9805,Balanced Meal Plan - Non veg executive
3400,SoulCare,9806,Balanced Meal Plan - Non veg no rice
3400,SoulCare,14483,Zero Oil Meal Plan - Veg Diet / Diabetic
3400,SoulCare,14484,Zero Oil Meal Plan - Veg Continental Platter
3400,SoulCare,14485,Zero Oil Meal Plan - Veg Diet / Diabetic Mini
3400,SoulCare,14486,Zero Oil Meal Plan - Non Veg Diet / Diabetic
3400,SoulCare,14487,Zero Oil Meal Plan - Non Veg Diet / Diabetic Mini
3400,SoulCare,14488,Zero Oil Meal Plan - Non Veg Continental
3401,Yummy Tiffins,5882,Mini Meal
3401,Yummy Tiffins,5884,Big Bite
3401,Yummy Tiffins,5885,Soup and Salad Meal
3401,Yummy Tiffins,5886,Low Calorie Meal
3402,Magic - O - Meal,9788,Nano - Lunch
3402,Magic - O - Meal,9789,Temptation - Lunch
3402,Magic - O - Meal,9790,Mega bite - Lunch
3402,Magic - O - Meal,9791,Big Boss - Lunch
3404,Dial - A - Diet,9731,Medium Calorie Meals 
3404,Dial - A - Diet,9732,Low Calorie Meals 
3404,Dial - A - Diet,9733,Soup n Salad 
3404,Dial - A - Diet,17490,Soup N Salad N Sandwich
3405,Vital Foods,9785,Mini Meals
3405,Vital Foods,9786,Complete Meals
3408,Healthy Dabba,9762,The Base Meal 
3411,Body Shapes,14362,Gym Workout
3412,Green Veggies,9783,Moderate Diet 
3412,Green Veggies,9784,Heavy Diet
3413,Bon Ami Fitness Gym Spa & Salon,5865,Gym Workout
3413,Bon Ami Fitness Gym Spa & Salon,15718,Personal Training
3413,Bon Ami Fitness Gym Spa & Salon,15719,Zumba
3413,Bon Ami Fitness Gym Spa & Salon,15720,Bootcamp
3413,Bon Ami Fitness Gym Spa & Salon,15721,Yoga
3413,Bon Ami Fitness Gym Spa & Salon,15722,Yoga + Zumba + Bootcamp
3413,Bon Ami Fitness Gym Spa & Salon,15723,Gym + Yoga + Zumba + Bootcamp
3415,SpiceBox,3462,Standard Vegetarian Meal - Lunch
3415,SpiceBox,3463,Standard Non-Vegetarian Meal - Lunch
3415,SpiceBox,3464,Mini Vegetarian Meal - Lunch
3415,SpiceBox,3465,Mini Non-vegetarian Meal - Lunch
3415,SpiceBox,3466,Standard Alternate Meal - Lunch
3415,SpiceBox,3467,Alternate Mini Meal - Lunch
3415,SpiceBox,12528,Standard Vegetarian Meal - Dinner
3415,SpiceBox,12529,Standard Non-Vegetarian Meal - Dinner
3415,SpiceBox,12532,Mini Vegetarian Meal - Dinner
3415,SpiceBox,12533,Mini Non-vegetarian Meal - Dinner
3415,SpiceBox,12534,Standard Alternate Meal - Dinner
3415,SpiceBox,12535,Standard Alternate Mini Meal - Dinner
3415,SpiceBox,13076,Standard Vegetarian Meal - Dinner
3415,SpiceBox,13077,Standard Non-Vegetarian Meal - Dinner
3415,SpiceBox,13081,Mini Vegetarian Meal - Dinner
3415,SpiceBox,13083,Mini non vegetarian meal - Dinner
3415,SpiceBox,13084,Standard Alternate Meal - Dinner
3415,SpiceBox,13085,Alternate Mini Meal - Dinner
3416,Club One Fitness and Health Studio,1783,Gym Workout
3416,Club One Fitness and Health Studio,8203,Aerobics/ Zumba
3416,Club One Fitness and Health Studio,8204,Kickboxing
3416,Club One Fitness and Health Studio,15633,Personal Training
3417,Core Fitness,1413,Gym Workout
3417,Core Fitness,13395,Yoga
3417,Core Fitness,13396,Zumba
3417,Core Fitness,18195,Personal Training
3421,Eagle Fitness,1663,Gym Workout
3422,Club Prana Fitness Centre,4521,Gym Workout
3424,Evolve Fitness Studio,1489,Gym Workout
3425,Fit Life Gym,5734,Gym Workout
3425,Fit Life Gym,16233,Personal Training
3426,Fitness 9,6267,Gym Workout
3428,Fitness Force,5846,Gym Membership
3428,Fitness Force,5851,Salsa Dance Membership
3429,Fitness Freak,5685,Gym Workout
3430,Fitness Guru,5753,Gym Membership
3431,Fitness Hub,5694,Gym Membership
3435,Golden Armour Fitness Zone,5777,Gym Membership
3437,Hardik Fitness Center,5538,Gym Membership
3439,J.P. Gym and Health Club,6003,Gym Membership
3440,Aditya Fitness,1851,Gym Membership
3443,LF2 Fitness,1418,Gym Workout
3443,LF2 Fitness,15453,Personal Training
3444,Mega Muscle Fitness Point,15272,Gym Membership
3444,Mega Muscle Fitness Point,15275,Gym Workout- Ladies
3444,Mega Muscle Fitness Point,15276,Personal Training
3446,Sargam Dance Academy,4976,Bollywood 
3447,Sargam Dance Academy,4630,Salsa
3449,Muscle tribe,1756,Gym Workout
3450,Muscle Tribes Gym,1757,Gym Workout
3450,Muscle Tribes Gym,3294,Gym Workout
3451,Sweat On Fitness,788,Zumba Classes
3451,Sweat On Fitness,791,Swimming Class
3451,Sweat On Fitness,5482,Yoga Classes
3451,Sweat On Fitness,13152,Kids Western Dance
3451,Sweat On Fitness,13153,Junior Batch Dance Kids (4 - 7 years)
3451,Sweat On Fitness,13154,Senior Batch Dance Kids (7-12 years)
3451,Sweat On Fitness,15648,Gym Workout - Personal Training
3451,Sweat On Fitness,15649,Meditation
3451,Sweat On Fitness,16953,Crossfit
3452,Mahesh Dance Academy,4787,Dance Fitness
3454,Academy of Traditional Shotokan Karate Do,4772,Karate
3455,Ability Fitness Studio,5913,Gym 
3456,N-Gage Fitness Center,3274,Gym Workout
3456,N-Gage Fitness Center,15370,Personal Training
3457,O2 The Fitness-BTM 2,1191,Gym Membership
3458,O2 The Fitness Koramangala,1192,Gym Membership
3461,Yogasan Class,4296,Traditional Yoga
3462,Fast Forward Dance Studio,6734,Dance - Jive, Cha Cha & Salsa
3463,Fast Forward Dance Studio,4631,Dance - Jive, Salsa & Cha Cha
3464,R2 Fitness Revolution,5947,Gym Workout
3465,Fast Forward Dance Studio,4793,Salsa 
3467,Kerkars Fitness,16580,Gym Workout
3468,Relish fitness and beauty spa,5810,Gym Membership
3468,Relish fitness and beauty spa,5811,Zumba Membership
3468,Relish fitness and beauty spa,5812,Kick Boxing Membership
3472,Fast Forward Dance Studio,6736,Dance - Jive, Cha Cha & Salsa
3473,Chatpata Chef,3468,Chotu Meal
3473,Chatpata Chef,3469,Mini Meal
3473,Chatpata Chef,3470,Soup & Salad Meal
3473,Chatpata Chef,3471,Regular Meal
3473,Chatpata Chef,3472,Healthy Meals
3476,Steve's Gym,1556,Gym Workout
3476,Steve's Gym,17867,Aerobics
3485,Dial Organic,3473,Organic Meal  - Lunch
3485,Dial Organic,3474,Smart Meal - Lunch
3485,Dial Organic,3475,Regular Meal  - Lunch
3485,Dial Organic,3476,Delivery Charges
3485,Dial Organic,13245,Detox Diet for Vegetarians
3485,Dial Organic,13674,Low Cal Diet Meal
3485,Dial Organic,13838,Diabetic - Lunch
3487,Total Fitness,5628,Gym Workout
3487,Total Fitness,15943,Personal Training
3489,Universal Gym & Fitness Center,5664,Gym Membership
3491,WTF (Whitefield Total Fitness),1472,Gym Workout
3491,WTF (Whitefield Total Fitness),1473,Cross Functional Training
3491,WTF (Whitefield Total Fitness),6675,Crossfit
3491,WTF (Whitefield Total Fitness),11496,Zumba
3491,WTF (Whitefield Total Fitness),11497,Mixed Martial Arts
3491,WTF (Whitefield Total Fitness),14602,Personal Training
3493,Body Fit Gym,15634,Gym
3493,Body Fit Gym,15635,Personal Training
3495,Trihedron DVG Road,1753,Gym Workout
3495,Trihedron DVG Road,1754,Yoga 
3495,Trihedron DVG Road,1755,Aerobics
3495,Trihedron DVG Road,8310,Yoga+Aerobics+Dance
3496,Tiffin Express,9768,Mini A Meal
3496,Tiffin Express,9769,Mini B Meal
3496,Tiffin Express,9770,Executive Meal
3496,Tiffin Express,9771,Royal Meal
3496,Tiffin Express,9772,Special Diet Meal
3496,Tiffin Express,9773,King Meal
3496,Tiffin Express,9774,Jain Special Meal
3496,Tiffin Express,9775,Diet Meal
3496,Tiffin Express,9776,Rajwadi Special Meal
3496,Tiffin Express,9777,Chinese Combo Meal
3496,Tiffin Express,9778,Green Peas Pulav Meal
